itemId,title,details
816,"Wolf Hall (Thomas Cromwell, #1)",Hilary Mantel
961,Middlemarch,"George Eliot, Michel Faber"
1011,People of the Book,Geraldine Brooks
215,Ready Player One,Ernest Cline
507,"The Hunger Games Trilogy Boxset (The Hunger Games, #1-3)",Suzanne Collins
822,The Sense of an Ending,Julian Barnes
1481,Her Fearful Symmetry,Audrey Niffenegger
146,The Goldfinch,Donna Tartt
697,State of Wonder,Ann Patchett
1252,"Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity",Katherine Boo
1385,The Bone Clocks,David Mitchell
1577,Being Mortal: Medicine and What Matters in the End,Atul Gawande
715,Death of a Salesman,Arthur Miller
311,The Thorn Birds,Colleen McCullough
125,Hamlet,"William Shakespeare, Richard Andrews, Rex Gibson"
714,King Lear,William Shakespeare
879,The Jungle,"Upton Sinclair, Earl Lee, Kathleen DeGrave"
699,Twenty Thousand Leagues Under the Sea,"Jules Verne, Anthony Bonner"
20,"Mockingjay (The Hunger Games, #3)",Suzanne Collins
477,"Killing Floor (Jack Reacher, #1)",Lee Child
675,Firestarter,Stephen King
1448,"Relic (Pendergast, #1)","Douglas Preston, Lincoln Child"
72,The Shining (The Shining #1),Stephen King
243,Misery,Stephen King
305,Pet Sematary,Stephen King
691,On Writing: A Memoir of the Craft,Stephen King
609,Cell,Stephen King
705,Thinner,"Richard Bachman, Stephen King"
944,Desperation,Stephen King
1123,Skeleton Crew,Stephen King
1288,The Long Walk,"Richard Bachman, Stephen King"
1795,The Running Man,"Richard Bachman, Stephen King"
17,"Catching Fire (The Hunger Games, #2)",Suzanne Collins
196,Fight Club,Chuck Palahniuk
484,Choke,Chuck Palahniuk
854,Invisible Monsters,Chuck Palahniuk
1389,Diary,Chuck Palahniuk
526,"Darkly Dreaming Dexter (Dexter, #1)",Jeff Lindsay
785,"Clear and Present Danger (Jack Ryan Universe, #6)",Tom Clancy
677,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",Christopher McDougall
858,"Red Rising (Red Rising, #1)",Pierce Brown
1341,"Golden Son (Red Rising, #2)",Pierce Brown
1460,In a Sunburned Country,Bill Bryson
1025,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,Donald Miller
174,The Shack,William Paul Young
41,"The Lightning Thief (Percy Jackson and the Olympians, #1)",Rick Riordan
901,Year of Wonders,Geraldine Brooks
457,The Historian,Elizabeth Kostova
1344,What the Dog Saw and Other Adventures,Malcolm Gladwell
857,The Westing Game,Ellen Raskin
567,The Language of Flowers,Vanessa Diffenbaugh
969,The World Is Flat: A Brief History of the Twenty-first Century,Thomas L. Friedman
797,Crazy Love: Overwhelmed by a Relentless God,"Francis Chan, Danae Yankoski, Chris Tomlin"
1087,I Am the Messenger,Markus Zusak
144,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand
342,The Casual Vacancy,J.K. Rowling
137,"Outlander (Outlander, #1)",Diana Gabaldon
300,The Boy in the Striped Pajamas,John Boyne
831,Lock and Key,Sarah Dessen
463,"Dragonfly in Amber (Outlander, #2)",Diana Gabaldon
1445,Flipped,Wendelin Van Draanen
30,Gone Girl,Gillian Flynn
745,Let's Pretend This Never Happened: A Mostly True Memoir,Jenny  Lawson
166,"Matched (Matched, #1)",Ally Condie
655,"Crossed (Matched, #2)",Ally Condie
396,Hotel on the Corner of Bitter and Sweet,Jamie Ford
554,"Voyager (Outlander, #3)",Diana Gabaldon
74,Looking for Alaska,John Green
712,"Drums of Autumn (Outlander, #4)",Diana Gabaldon
923,"The Alchemyst (The Secrets of the Immortal Nicholas Flamel, #1)",Michael Scott
369,"Stargirl (Stargirl, #1)",Jerry Spinelli
569,"The Angel Experiment (Maximum Ride, #1)",James Patterson
275,An Abundance of Katherines,John Green
1069,"SuperFreakonomics: Global Cooling, Patriotic Prostitutes And Why Suicide Bombers Should Buy Life Insurance","Steven D. Levitt, Stephen J. Dubner"
320,"Where'd You Go, Bernadette",Maria Semple
864,"The Fiery Cross (Outlander, #5)",Diana Gabaldon
470,I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban,"Malala Yousafzai, Christina Lamb"
12,"Divergent (Divergent, #1)",Veronica Roth
869,The Elegance of the Hedgehog,"Muriel Barbery, Alison Anderson"
69,"Insurgent (Divergent, #2)",Veronica Roth
105,"Allegiant (Divergent, #3)",Veronica Roth
1026,"A Breath of Snow and Ashes (Outlander, #6)",Diana Gabaldon
437,The Invention of Wings,Sue Monk Kidd
421,The Paris Wife,Paula McLain
1275,"An Echo in the Bone (Outlander, #7)",Diana Gabaldon
597,Don Quixote,"Miguel de Cervantes Saavedra, Roberto González Echevarría, John Rutherford"
1040,Let's Explore Diabetes with Owls,David Sedaris
208,The Immortal Life of Henrietta Lacks,Rebecca Skloot
385,Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain
1024,"The Sweetness at the Bottom of the Pie (Flavia de Luce, #1)",Alan Bradley
1738,When You Reach Me,Rebecca Stead
968,Cleopatra: A Life,Stacy Schiff
2071,"Code Name Verity (Code Name Verity, #1)",Elizabeth Wein
250,Wonder,R.J. Palacio
1044,Why Not Me?,Mindy Kaling
529,Gulliver's Travels,"Jonathan Swift, Robert DeMaria Jr."
185,The Night Circus,Erin Morgenstern
920,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,"Marie Kondō, Cathy Hirano"
591,The Absolutely True Diary of a Part-Time Indian,"Sherman Alexie, Ellen Forney"
279,"Harry Potter and the Cursed Child - Parts One and Two (Harry Potter, #8)","John Tiffany, Jack Thorne, J.K. Rowling"
51,"City of Bones (The Mortal Instruments, #1)",Cassandra Clare
153,"City of Ashes (The Mortal Instruments, #2)",Cassandra Clare
134,"City of Glass (The Mortal Instruments, #3)",Cassandra Clare
1482,The Boston Girl,Anita Diamant
1079,"The Celestine Prophecy (Celestine Prophecy, #1)",James Redfield
325,A Prayer for Owen Meany,John Irving
476,The World According to Garp,John Irving
989,The Day of the Jackal,Frederick Forsyth
882,Eye of the Needle,Ken Follett
628,"Patriot Games (Jack Ryan Universe, #2)",Tom Clancy
1358,"One Shot (Jack Reacher, #9)",Lee Child
295,11/22/63,Stephen King
86,A Time to Kill,John Grisham
511,"Postmortem (Kay Scarpetta, #1)",Patricia Cornwell
375,The Call of the Wild,Jack London
431,"Red Dragon (Hannibal Lecter, #1)",Thomas Harris
512,The Complete Stories and Poems,Edgar Allan Poe
892,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",Malcolm Gladwell
1078,Getting Things Done: The Art of Stress-Free Productivity,David    Allen
582,"Rich Dad, Poor Dad",Robert T. Kiyosaki
1449,Notes from a Small Island,Bill Bryson
200,And Then There Were None,Agatha Christie
446,A Study in Scarlet,Arthur Conan Doyle
424,The Name of the Rose,"Umberto Eco, William Weaver, Seán Barrett"
1407,The King of Torts,John Grisham
343,The Runaway Jury,John Grisham
100,The Poisonwood Bible,Barbara Kingsolver
596,The Rainmaker,John Grisham
2016,"Gone Tomorrow (Jack Reacher, #13)",Lee Child
833,The Chamber,John Grisham
1301,The Broker,John Grisham
1388,The Last Juror,John Grisham
1733,The Summons,John Grisham
1411,Native Son,Richard Wright
794,"Doctor Sleep (The Shining, #2)",Stephen King
747,"Sabriel (Abhorsen,  #1)",Garth Nix
1350,"Lirael (Abhorsen, #2)",Garth Nix
1259,"Abhorsen (Abhorsen, #3)",Garth Nix
111,The Memory Keeper's Daughter,Kim Edwards
761,Twenties Girl,Sophie Kinsella
509,Remember Me?,Sophie Kinsella
308,Can You Keep a Secret?,Sophie Kinsella
1547,The Mermaid Chair,Sue Monk Kidd
486,"The City of Ember (Book of Ember, #1)",Jeanne DuPrau
1114,North and South,"Elizabeth Gaskell, Alan Shelston"
290,Is Everyone Hanging Out Without Me? (And Other Concerns),Mindy Kaling
1316,The Story of Edgar Sawtelle,David Wroblewski
634,I've Got Your Number,Sophie Kinsella
172,Anna Karenina,"Leo Tolstoy, Louise Maude, Leo Tolstoj, Aylmer Maude"
68,The Perks of Being a Wallflower,Stephen Chbosky
149,"If I Stay (If I Stay, #1)",Gayle Forman
261,Under the Tuscan Sun,Frances Mayes
475,"Where She Went (If I Stay, #2)",Gayle Forman
207,"One for the Money (Stephanie Plum, #1)",Janet Evanovich
584,The Magicians (The Magicians #1),Lev Grossman
801,This is Where I Leave You,Jonathan Tropper
912,"Two for the Dough (Stephanie Plum, #2)",Janet Evanovich
771,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",Erik Larson
996,"Three to Get Deadly (Stephanie Plum, #3)",Janet Evanovich
61,The Girl on the Train,Paula Hawkins
1067,"Four to Score (Stephanie Plum, #4)",Janet Evanovich
1181,"High Five (Stephanie Plum, #5)",Janet Evanovich
318,Orphan Train,Christina Baker Kline
126,Dune (Dune Chronicles #1),Frank Herbert
1105,Dune Messiah (Dune Chronicles #2),Frank Herbert
1262,Children of Dune (Dune Chronicles #3),Frank Herbert
1574,The Left Hand of Darkness,"Ursula K. Le Guin, Lech Jęczmyk"
573,"Men Are from Mars, Women Are from Venus",John Gray
248,A Midsummer Night's Dream,"William Shakespeare, Barbara A. Mowat, Paul Werstine, Catherine Belsey"
1646,"Shadow of the Hegemon (Ender's Shadow, #2)",Orson Scott Card
505,"Left Behind (Left Behind, #1)","Tim LaHaye, Jerry B. Jenkins"
2125,"The Book of Three (The Chronicles of Prydain, #1)",Lloyd Alexander
241,Number the Stars,Lois Lowry
1457,"Bridget Jones: The Edge of Reason (Bridget Jones, #2)",Helen Fielding
795,About a Boy,Nick Hornby
1102,Dry,Augusten Burroughs
1060,In Defense of Food: An Eater's Manifesto,Michael Pollan
322,Neverwhere,Neil Gaiman
49,"New Moon (Twilight, #2)",Stephenie Meyer
52,"Eclipse (Twilight, #3)",Stephenie Meyer
56,"Breaking Dawn (Twilight, #4)",Stephenie Meyer
78,"The Devil Wears Prada (The Devil Wears Prada, #1)",Lauren Weisberger
44,"The Notebook (The Notebook, #1)",Nicholas Sparks
2026,The Moonstone,"Wilkie Collins, Carolyn G. Heilbrun"
618,The Hound of the Baskervilles,"Arthur Conan Doyle, Anne Perry"
1605,Ivanhoe,Walter Scott
1607,"The Poet (Jack McEvoy, #1; Harry Bosch Universe, #5)",Michael Connelly
1691,Narrative of the Life of Frederick Douglass,Frederick Douglass
472,Man's Search for Meaning,Viktor E. Frankl
1088,Far from the Madding Crowd,"Thomas Hardy, Rosemarie Morgan, Shannon Russell"
881,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,Oliver Sacks
1582,Revolutionary Road,Richard Yates
903,Anthem,Ayn Rand
930,Olive Kitteridge,Elizabeth Strout
1334,The Tiger's Wife,Téa Obreht
1704,Mother Night,Kurt Vonnegut Jr.
817,"Howl's Moving Castle (Howl's Moving Castle, #1)",Diana Wynne Jones
1187,My Brilliant Friend (The Neapolitan Novels #1),"Elena Ferrante, Ann Goldstein"
668,Everything I Never Told You,Celeste Ng
924,The Marriage Plot,Jeffrey Eugenides
458,Station Eleven,Emily St. John Mandel
1586,The Beach,Alex Garland
97,Dracula,"Bram Stoker, Nina Auerbach, David J. Skal"
1529,The Witch Of Portobello,Paulo Coelho
897,"Rendezvous with Rama (Rama, #1)",Arthur C. Clarke
364,How the Grinch Stole Christmas!,Dr. Seuss
251,The Cat in the Hat,Dr. Seuss
547,The War of the Worlds,"H.G. Wells, Arthur C. Clarke"
298,The Time Machine,"H.G. Wells, Greg Bear, Carlo Pagetti"
1286,Quidditch Through the Ages,"Kennilworthy Whisp, J.K. Rowling"
469,Fantastic Beasts and Where to Find Them,"Newt Scamander, J.K. Rowling, Albus Dumbledore"
702,The Hundred-Year-Old Man Who Climbed Out of the Window and Disappeared,"Jonas Jonasson, Rod Bradbury"
503,"2001: A Space Odyssey (Space Odyssey, #1)",Arthur C. Clarke
1311,The Pilot's Wife,Anita Shreve
90,The Outsiders,S.E. Hinton
1567,A Map of the World,"Jane Hamilton, Frank  Muller, C.J. Critt"
1156,I Am America (And So Can You!),"Stephen Colbert, Richard Dahm, Paul Dinello, Allison Silverman, Michael Brumm, Eric Drydale, Rob Dubbin, Glenn Eichler, Peter Grosz, Peter Gwinn, Jay Katsir, Laura Krafft, Frank Lesser, Tom Purcell"
642,"World Without End (The Kingsbridge Series, #2)",Ken Follett
473,"In the Woods (Dublin Murder Squad, #1)",Tana French
1325,"The Likeness (Dublin Murder Squad, #2)",Tana French
1911,"Faithful Place (Dublin Murder Squad, #3)",Tana French
826,The Wind in the Willows,"Kenneth Grahame, Gillian Avery"
2446,The Story of Babar,"Jean de Brunhoff, Merle S. Haas"
1469,Amelia Bedelia  (Amelia Bedelia #1),"Peggy Parish, Fritz Siebel"
733,Snow Falling on Cedars,David Guterson
984,Paradise Lost,"John Milton, John      Leonard"
601,The Tale of Peter Rabbit,Beatrix Potter
626,The Polar Express,Chris Van Allsburg
2032,"Sarah, Plain and Tall (Sarah, Plain and Tall, #1)",Patricia MacLachlan
905,Cloudy With a Chance of Meatballs,"Judi Barrett, Ron Barrett"
544,"Little House on the Prairie (Little House, #2)","Laura Ingalls Wilder, Garth Williams"
157,Green Eggs and Ham,"Dr. Seuss, לאה נאור"
358,"Oh, The Places You'll Go!",Dr. Seuss
339,Goodnight Moon,"Margaret Wise Brown, Clement Hurd"
1640,A Reliable Wife,Robert Goolrick
1710,At Home: A Short History of Private Life,Bill Bryson
333,Still Alice,Lisa Genova
2415,"Bunnicula (Bunnicula, #1)","James Howe, Deborah Howe, Alan Daniel"
721,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",Allie Brosh
253,"The Cuckoo's Calling (Cormoran Strike, #1)","Robert Galbraith, J.K. Rowling"
404,Defending Jacob,William Landay
1317,Drowning Ruth,Christina Schwarz
1309,Life,Keith Richards
1371,Predictably Irrational: The Hidden Forces That Shape Our Decisions,Dan Ariely
588,"The Bourne Supremacy (Jason Bourne, #2)",Robert Ludlum
228,"The Nanny Diaries (Nanny, #1)","Emma McLaughlin, Nicola Kraus"
89,The Princess Bride ,William Goldman
1698,The Dark Tower: The Gunslinger Born,"Peter David, Robin Furth, Jae Lee, Richard Isanove, Stephen King"
953,"The Dark Tower (The Dark Tower, #7)",Stephen King
1419,The Stand: Captain Trips,"Roberto Aguirre-Sacasa, Stephen King, Mike Perkins, Laura       Martin"
265,A Tree Grows in Brooklyn,Betty  Smith
1160,"The Big Sleep (Philip Marlowe, #1)",Raymond Chandler
281,The Pelican Brief,John Grisham
1115,A Stolen Life,Jaycee Dugard
181,In Cold Blood,Truman Capote
975,Helter Skelter: The True Story of the Manson Murders,"Vincent Bugliosi, Curt Gentry"
1378,"The Professor and the Madman: A Tale of Murder, Insanity and the Making of the Oxford English Dictionary",Simon Winchester
464,Holy Bible: King James Version,Anonymous
1519,"The Diamond Age: or, A Young Lady's Illustrated Primer",Neal Stephenson
222,"The Bourne Identity (Jason Bourne, #1)",Robert Ludlum
1037,The Street Lawyer,John Grisham
2054,"Girls in Pants: The Third Summer of the Sisterhood (Sisterhood, #3)",Ann Brashares
1751,"Born in Fire (Born In Trilogy, #1)",Nora Roberts
1930,"Dance Upon the Air (Three Sisters Island, #1)",Nora Roberts
1966,"Jewels of the Sun (Gallaghers of Ardmore, #1)",Nora Roberts
696,"The Vampire Lestat (The Vampire Chronicles, #2)",Anne Rice
1217,"The Witching Hour (Lives of the Mayfair Witches, #1)",Anne Rice
927,"Crank (Crank, #1)",Ellen Hopkins
1707,Harriet the Spy (Harriet the Spy #1),Louise Fitzhugh
2192,Confessions of an Ugly Stepsister,Gregory Maguire
310,"Good in Bed (Cannie Shapiro, #1)",Jennifer Weiner
616,Plain Truth,Jodi Picoult
1842,Perfect Match,Jodi Picoult
848,The Bonesetter's Daughter,Amy Tan
2270,"Forever in Blue: The Fourth Summer of the Sisterhood (Sisterhood, #4)",Ann Brashares
1101,Change of Heart,Jodi Picoult
652,"Definitely Dead (Sookie Stackhouse, #6)",Charlaine Harris
1139,The Tommyknockers,Stephen King
1993,"The Vampire Armand (The Vampire Chronicles, #6)",Anne Rice
1533,"The Tale of the Body Thief (The Vampire Chronicles, #4)",Anne Rice
898,"The Queen of the Damned (The Vampire Chronicles, #3)",Anne Rice
337,The Ultimate Hitchhiker's Guide to the Galaxy,Douglas Adams
1117,"The Lost World (Jurassic Park, #2)",Michael Crichton
840,"Shōgun (Asian Saga, #1)",James Clavell
1213,"Children of the Mind (Ender's Saga, #4)",Orson Scott Card
760,"Ender's Shadow (Ender's Shadow, #1)",Orson Scott Card
492,"Speaker for the Dead (Ender's Saga, #2)",Orson Scott Card
838,"Xenocide (Ender's Saga, #3)",Orson Scott Card
2215,"Superfudge (Fudge, #3)",Judy Blume
999,"Tales of a Fourth Grade Nothing (Fudge, #1)",Judy Blume
156,"Something Borrowed (Darcy & Rachel, #1)",Emily Giffin
1639,The True Confessions of Charlotte Doyle,Avi
1038,"Roll of Thunder, Hear My Cry (Logans, #4)",Mildred D. Taylor
646,The Canterbury Tales,"Geoffrey Chaucer, Nevill Coghill"
432,"I, Robot (Robot #0.1)",Isaac Asimov
789,Foundation and Empire (Foundation #2),Isaac Asimov
538,Midnight in the Garden of Good and Evil,John Berendt
890,Second Foundation (Foundation #3),Isaac Asimov
455,"Something Blue (Darcy & Rachel, #2)",Emily Giffin
647,Baby Proof,Emily Giffin
2041,Lisey's Story,Stephen King
1396,"Dragons of Autumn Twilight  (Dragonlance: Chronicles, #1)","Margaret Weis, Tracy Hickman"
1367,The Once and Future King (The Once and Future King #1-4),T.H. White
620,"The Mists of Avalon (Avalon, #1)",Marion Zimmer Bradley
1593,"Magician: Apprentice (The Riftwar Saga, #1)",Raymond E. Feist
1812,"Magician: Master (The Riftwar Saga, #2)",Raymond E. Feist
1272,"Eats, Shoots & Leaves: The Zero Tolerance Approach to Punctuation",Lynne Truss
353,Othello,William Shakespeare
804,The Tempest,William Shakespeare
770,Julius Caesar,"William Shakespeare, Roma Gill"
773,The Taming of the Shrew,William Shakespeare
330,"The Eye of the World (Wheel of Time, #1)",Robert Jordan
510,"The Great Hunt (Wheel of Time, #2)",Robert Jordan
528,"The Dragon Reborn (Wheel of Time, #3)",Robert Jordan
722,"The Shadow Rising (Wheel of Time, #4)",Robert Jordan
1801,"The Sword of Shannara (The Original Shannara Trilogy, #1)",Terry Brooks
1918,"The Elfstones of Shannara  (The Original Shannara Trilogy, #2)",Terry Brooks
932,Good to Great: Why Some Companies Make the Leap... and Others Don't,James C. Collins
362,The Screwtape Letters,C.S. Lewis
1597,"The Power of One (The Power of One, #1)",Bryce Courtenay
447,"Brisingr (The Inheritance Cycle, #3)",Christopher Paolini
1216,Moloka'i,Alan Brennert
610,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown
586,"A Great and Terrible Beauty (Gemma Doyle, #1)",Libba Bray
1944,"Rebel Angels (Gemma Doyle, #2)",Libba Bray
186,"The Other Boleyn Girl (The Plantagenet and Tudor Novels, #9)",Philippa Gregory
263,Ella Enchanted,Gail Carson Levine
1171,The Birth of Venus,Sarah Dunant
1305,"The Boxcar Children (The Boxcar Children, #1)","Gertrude Chandler Warner, L. Kate Deal"
377,Stardust,Neil Gaiman
2642,The Two Princesses of Bamarre,Gail Carson Levine
108,"Confessions of a Shopaholic (Shopaholic, #1)",Sophie Kinsella
955,"Shopaholic Takes Manhattan (Shopaholic, #2)",Sophie Kinsella
1436,"Shopaholic and Sister (Shopaholic, #4)",Sophie Kinsella
1063,"Shopaholic Ties the Knot (Shopaholic, #3)",Sophie Kinsella
77,"Holes (Holes, #1)","Louis Sachar, Louis Sachar"
500,"The Princess Diaries (The Princess Diaries, #1)",Meg Cabot
1526,The Red Badge of Courage,Stephen Crane
2278,"All-American Girl (All-American Girl, #1)",Meg Cabot
107,A Walk to Remember,Nicholas Sparks
1555,The Island of Dr. Moreau,H.G. Wells
853,Maniac Magee,Jerry Spinelli
870,Team of Rivals: The Political Genius of Abraham Lincoln,"Doris Kearns Goodwin, Suzanne Toren"
1292,'Salem's Lot,"Stephen King, Jerry N. Uelsmann"
1125,2 States: The Story of My Marriage,Chetan Bhagat
1030,The Art of Fielding,Chad Harbach
1642,Song of Solomon,Toni Morrison
490,"Maus I: A Survivor's Tale: My Father Bleeds History (Maus, #1)",Art Spiegelman
673,Americanah,Chimamanda Ngozi Adichie
1741,"Death on the Nile (Hercule Poirot, #17)",Agatha Christie
1302,"Across the Universe (Across the Universe, #1)",Beth Revis
1678,"The House of the Scorpion (Matteo Alacran, #1)",Nancy Farmer
217,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America","Erik Larson, Tony Goldwyn"
348,We Were Liars,E. Lockhart
141,The Martian,Andy Weir
973,"The Happiness Project: Or Why I Spent a Year Trying to Sing in the Morning, Clean My Closets, Fight Right, Read Aristotle, and Generally Have More Fun",Gretchen Rubin
1843,Prep,Curtis Sittenfeld
983,Between the World and Me,Ta-Nehisi Coates
671,"The Mysterious Affair at Styles (Hercule Poirot, #1)","Agatha Christie, Ροζίτα Σώκου"
1410,"The Murder of Roger Ackroyd (Hercule Poirot, #4)",Agatha Christie
1732,The Man in the Brown Suit,Agatha Christie
244,Sharp Objects,Gillian Flynn
147,Thirteen Reasons Why,Jay Asher
277,The Ocean at the End of the Lane,Neil Gaiman
262,Big Little Lies,Liane Moriarty
1046,Modern Romance,"Aziz Ansari, Eric Klinenberg"
1739,The Bonfire of the Vanities,Tom Wolfe
411,The Undomestic Goddess,Sophie Kinsella
1573,A Painted House,John Grisham
1622,A Connecticut Yankee in King Arthur's Court,Mark Twain
1007,My Horizontal Life: A Collection of One-Night Stands,Chelsea Handler
1537,"The Boleyn Inheritance (The Plantagenet and Tudor Novels, #10)",Philippa Gregory
1579,Chelsea Chelsea Bang Bang,Chelsea Handler
1501,"The Queen's Fool (The Plantagenet and Tudor Novels, #12)",Philippa Gregory
700,"The Constant Princess (The Plantagenet and Tudor Novels, #6)",Philippa Gregory
764,"The White Queen (The Plantagenet and Tudor Novels, #2)",Philippa Gregory
1435,Sophie's Choice,William Styron
283,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch","Terry Pratchett, Neil Gaiman"
316,A Walk in the Woods,Bill Bryson
374,A Short History of Nearly Everything,Bill Bryson
417,The Thirteenth Tale,Diane Setterfield
1161,Cannery Row,John Steinbeck
493,Mere Christianity,C.S. Lewis
501,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",Alexander McCall Smith
1393,Brideshead Revisited: The Sacred and Profane Memories of Captain Charles Ryder,Evelyn Waugh
133,"Anne of Green Gables (Anne of Green Gables, #1)",L.M. Montgomery
613,The Forgotten Garden,Kate Morton
941,The Hours,Michael Cunningham
871,"Dead in the Family (Sookie Stackhouse, #10)",Charlaine Harris
1168,The Tao of Pooh,"Benjamin Hoff, Ernest H. Shepard"
1572,Dream Country (The Sandman #3),"Neil Gaiman, Kelley Jones, Charles Vess, Colleen Doran, Malcolm Jones III, Steve Erickson"
1895,The Doll's House (The Sandman #2),"Neil Gaiman, Steve Parkhouse, Chris Bachalo, Michael Zulli, Mike Dringenberg, Malcolm Jones III, Todd Klein, Clive Barker"
766,Preludes & Nocturnes (The Sandman #1),"Neil Gaiman, Sam Kieth, Mike Dringenberg, Malcolm Jones III, Todd Klein, Karen  Berger"
532,Batman: Year One,"Frank Miller, David Mazzucchelli, Richmond Lewis, Dennis O'Neil"
568,"Batman: The Dark Knight Returns (The Dark Knight Saga, #1)","Frank Miller, Klaus Janson, Lynn Varley"
191,Watchmen,"Alan Moore, Dave Gibbons, John Higgins"
365,V for Vendetta,"Alan Moore, David   Lloyd"
735,Batman: The Killing Joke,"Alan Moore, Brian Bolland, Tim Sale"
1886,"Preacher, Volume 1: Gone to Texas","Garth Ennis, Steve Dillon, Joe R. Lansdale"
1623,Batman: The Long Halloween,"Jeph Loeb, Tim Sale, Gregory Wright, Richard Starkings"
948,Empire Falls,Richard Russo
993,Tell the Wolves I'm Home,Carol Rifka Brunt
1462,The Orphan Master's Son,Adam Johnson
1195,The Round House,Louise Erdrich
514,The Adventures of Sherlock Holmes,Arthur Conan Doyle
1610,The Shoemaker's Wife,Adriana Trigiani
143,All the Light We Cannot See,Anthony Doerr
551,Life After Life,Kate Atkinson
313,The Light Between Oceans,M.L. Stedman
874,Brain on Fire: My Month of Madness,Susannah Cahalan
267,The Nightingale,Kristin Hannah
852,When Breath Becomes Air,"Paul Kalanithi, Abraham Verghese"
1395,The Miniaturist,Jessie Burton
1220,Fates and Furies,Lauren Groff
112,"Me Before You (Me Before You, #1)",Jojo Moyes
1174,The Girls,Emma Cline
1076,The Nest,Cynthia D'Aprix Sweeney
1748,Goodnight Nobody,Jennifer Weiner
967,The Dark Half,Stephen King
911,Gerald's Game,Stephen King
1633,"Memnoch the Devil (The Vampire Chronicles, #5)",Anne Rice
748,"Dead and Gone (Sookie Stackhouse, #9)",Charlaine Harris
624,"All Together Dead (Sookie Stackhouse, #7)",Charlaine Harris
724,"From Dead to Worse (Sookie Stackhouse, #8)",Charlaine Harris
1382,Anne Rice's The Vampire Lestat: A Graphic Novel,"Faye Perozich, Anne Rice, John Bolton, Daerick Gröss"
1534,"The Camel Club (Camel Club, #1)",David Baldacci
1914,The Caves of Steel (Robot #1),Isaac Asimov
1278,"Knife of Dreams (Wheel of Time, #11)",Robert Jordan
1525,"Crossroads of Twilight (Wheel of Time, #10)",Robert Jordan
1119,"A Crown of Swords (Wheel of Time, #7)",Robert Jordan
2056,"New Spring (Wheel of Time, #0)",Robert Jordan
1023,"Lord of Chaos (Wheel of Time, #6)",Robert Jordan
1362,"Winter's Heart (Wheel of Time, #9)",Robert Jordan
949,"The Fires of Heaven (Wheel of Time, #5)",Robert Jordan
1249,"The Path of Daggers (Wheel of Time, #8)",Robert Jordan
1343,"The Light Fantastic (Discworld, #2; Rincewind #2)",Terry Pratchett
894,"Guards! Guards! (Discworld, #8)",Terry Pratchett
1768,"Wyrd Sisters (Discworld, #6; Witches #2)",Terry Pratchett
755,"Mort (Death, #1; Discworld, #4)",Terry Pratchett
2109,"Sourcery (Discworld, #5; Rincewind #3)",Terry Pratchett
1089,"Equal Rites (Discworld, #3; Witches #1)",Terry Pratchett
1924,"Reaper Man (Discworld, #11; Death, #2)",Terry Pratchett
2043,"Men at Arms (Discworld, #15; City Watch #2)",Terry Pratchett
2086,"Hogfather (Discworld, #20; Death, #4)",Terry Pratchett
1368,"Small Gods (Discworld, #13)",Terry Pratchett
1342,"Night Watch (Discworld, #29; City Watch, #6)",Terry Pratchett
637,The Martian Chronicles,Ray Bradbury
1970,Possession,A.S. Byatt
839,The Merchant of Venice,"William Shakespeare, Robert          Jackson, Barbara A. Mowat, Paul Werstine"
102,Where the Wild Things Are,Maurice Sendak
617,Orange Is the New Black,Piper Kerman
1242,The Lowland,Jhumpa Lahiri
359,And the Mountains Echoed,Khaled Hosseini
887,As I Lay Dying,William Faulkner
1326,Dead Wake: The Last Crossing of the Lusitania,Erik Larson
531,Beowulf,"Unknown, Seamus Heaney"
540,A Little Princess,"Frances Hodgson Burnett, Nancy Bond"
371,Stranger in a Strange Land,Robert A. Heinlein
1248,"The Talisman (The Talisman, #1)","Stephen King, Peter Straub"
1423,Rose Madder,Stephen King
1208,Four Past Midnight ,Stephen King
1179,The Moon is a Harsh Mistress,Robert A. Heinlein
808,The Invention of Hugo Cabret,Brian Selznick
1689,"Garden Spells (Waverley Family, #1)",Sarah Addison Allen
1361,The House at Riverton,Kate Morton
2064,The Miraculous Journey of Edward Tulane,"Kate DiCamillo, Bagram Ibatoulline"
